Row,landmarkErrorDistSum,landmarkErrorDistMean,pointErrorDistTibMean,pointErrorDistFibMean,pointErrorDistTibMax,pointErrorDistFibMax,jaccardSimilarityTibia,jaccardSimilarityFibula,jaccardSimilarityAll
C20RTF.stl,42.4882202333224,4.72091335925805,4.53651526880502,7.33298656583241,10.4214277259348,13.372017773216,0.660962698510403,0.233536680744564,0.540262379080348
C21RTF.stl,36.5069356592195,4.05632618435772,6.60994518816499,9.67179566935767,14.4606623596001,21.5556806738217,0.633235004916421,0.257684344640866,0.528668351736065
C22RTF.stl,43.5880522769041,4.84311691965601,6.2210148282681,29.4704499598005,11.5560060574508,52.0783930628752,0.611664641555286,0.109830332858438,0.451428807741615
C23RTF.stl,38.1749343886524,4.24165937651694,8.42617814974685,9.00107157880121,15.4221912819821,17.1141186762907,0.627161779165944,0.190774487471526,0.501089951877596
C24RTF.stl,56.021862525442,6.22465139171578,4.79839825945891,7.78377528470078,10.5769463737748,16.1319213723044,0.670155602821001,0.191906191906192,0.535620901886641
C25RTF.stl,49.3304894862752,5.48116549847502,8.55451091999172,14.7475268148747,15.4227939684972,33.9879746150297,0.537938844847112,0.250482936252415,0.460263604332507
C26RTF.stl,50.8057911939911,5.64508791044346,8.22680498002786,13.7711836406424,14.3060894163021,29.5730630030865,0.554640307523339,0.146150299677271,0.43854821802935
C27RTF.stl,37.4232962012068,4.15814402235631,5.89555182276409,8.98552751623576,10.7869468729398,19.4793662096706,0.615720255653884,0.245561012466944,0.524853936752295
C28RTF.stl,40.5652408047184,4.50724897830205,8.49050820040635,14.8940989765405,14.9181110822233,29.891654784895,0.634220532319392,0.230489156245053,0.525286178028362
C29RTF.stl,43.8938687024833,4.87709652249815,8.39388784974852,15.8011273060919,14.6347369259477,31.5367123420833,0.581505960837606,0.294449047224524,0.50355471562275
C30RTF.stl,51.3734624430549,5.70816249367277,8.85163065654057,8.47359523481883,20.3083633930306,14.5189901434544,0.61845187089403,0.266549912434326,0.531897480077536
C31RTF.stl,34.6045514360369,3.84495015955965,8.43603302222603,14.2439061504096,14.822419550497,28.2945156064791,0.59182580760307,0.16045428072219,0.466697639059002
C32RTF.stl,43.8336780794832,4.87040867549814,10.751095394605,12.5293838871662,20.1208796792501,24.4337791804072,0.555232212851883,0.228925226226385,0.466395816225094
C33RTF.stl,40.398890258913,4.48876558432367,7.11296094815195,10.8391769173002,13.3639957327397,21.6211048410607,0.63880135220306,0.18450184501845,0.519251878746939
C34RTF.stl,28.6674949365884,3.18527721517649,14.2717524291149,7.50799817538854,28.4059901302162,14.6075790438839,0.655440414507772,0.294493838714709,0.559688831878181
C35RTF.stl,46.5783922269116,5.17537691410129,7.52017333493769,10.8746792618857,15.397455119321,24.2224688300827,0.50108445612882,0.246873393866712,0.43060041801254
